,budget,gross,runtime,score,votes,Year_Released
5783,50000000,106956330,129,6.4,91000,2010
5784,32000000,18409891,111,6.3,103000,2010
5785,20000000,80547866,82,3.4,47000,2010
5786,35589876,626396,108,6.2,22000,2010
5787,35589876,1870392,112,7.1,32000,2011
5788,35589876,12037973,107,6.2,21000,2010
5789,5000000,2648195,93,5.6,12000,2010
5790,35589876,15038301,107,6.4,9800,2011
5791,3200000,14311701,105,7.2,89000,2011
5792,80000000,140073390,97,6.9,80000,2010
5793,5000000,5144717,91,7,48000,2011
5794,2000000,1205257,104,6.6,13000,2011
5795,12500000,11104555,107,7.2,43000,2010
5796,4000000,595802,106,6.9,42000,2011
5797,12000000,42345360,165,8,101000,2010
5798,35589876,11042068,93,6.6,47000,2011
5799,15000000,8087000,104,6.7,44000,2011
5800,7000000,9933873,91,6.3,34000,2010
5801,3000000,177512032,91,5.7,100000,2010
5802,13000000,4052191,109,6.1,33000,2010
5803,7000000,649626,108,5.8,4800,2011
5804,35589876,6344112,107,6.1,37000,2010
5805,22000000,10300416,105,5.4,41000,2010
5806,20000000,60673972,121,4.7,9200,2010
5807,1800000,69432527,87,5.7,49000,2010
5808,4000000,143485,90,6.4,10000,2011
5809,25000000,8307227,103,6.2,47000,2010
5810,22000000,25806953,108,6.8,47000,2010
5811,35589876,416675,118,7,6900,2010
5812,35000000,77477008,104,5.4,49000,2010
5813,35589876,814906,111,6.4,2600,2010
5814,35589876,434862,134,8.2,43000,2010
5815,25000000,38269529,99,5.6,47000,2011
5816,15000000,20529194,117,6.3,18000,2011
5817,35589876,53319615,154,7.1,24000,2010
5818,44000000,48190704,99,6.4,60000,2010
5819,35589876,8444544,124,6.7,17000,2010
5820,650000,405380,98,6.5,41000,2011
5821,10000000,1671196,92,4.9,25000,2011
5822,30000000,12106921,134,7.3,24000,2011
5823,22000000,36015260,98,6.3,44000,2010
5824,25000000,15625544,122,6.9,28000,2011
5825,35000000,36351945,92,3.8,16000,2010
5826,20000000,405861,110,5.4,7500,2011
5827,12000000,2169799,108,6,19000,2011
5828,31000000,15134293,106,6.4,16000,2010
5829,80000000,203509374,80,4.6,21000,2010
5830,25000000,21500813,107,4.8,20000,2010
5831,35589876,24792815,111,7.5,17000,2011
5832,42000000,11103434,100,6.3,26000,2010
5833,800000,156190,85,5.5,13000,2010
5834,35589876,3945217,112,7,22000,2011
5835,7000000,449702,106,7,51000,2011
5836,21000000,37981984,133,6.1,7300,2010
5837,500000,453708,93,6.8,26000,2011
5838,25000000,146149,117,5.6,3000,2011
5839,35589876,3696522,106,6.5,5200,2011
5840,8000000,25603,94,4.6,7400,2011
5841,35589876,635162,86,5.7,13000,2010
5842,5000000,2820490,97,6.4,49000,2011
5843,140000000,370569774,124,6.9,769000,2011
5844,150000000,449326618,115,7,772000,2011
5845,125000000,1342321665,130,8.1,790000,2011
5846,5000000,3741098,120,7.4,95000,2011
5847,32500000,288383523,125,6.8,276000,2011
5848,125000000,626137675,130,7.3,362000,2011
5849,17000000,151653750,94,7.7,398000,2011
5850,50000000,110206216,133,7.6,385000,2011
5851,90000000,232617430,158,7.8,435000,2011
5852,80000000,214945591,117,6.4,227000,2011
5853,35589876,426588510,112,8.5,785000,2011
5854,15000000,77187281,100,7.8,587000,2011
5855,200000000,219851172,114,5.5,272000,2011
5856,30000000,69935600,95,7,387000,2012
5857,25000000,216639112,146,8,436000,2011
5858,50000000,145051197,118,7.4,487000,2011
5859,25000000,149228077,108,6.2,219000,2011
5860,250000000,1045713802,136,6.6,492000,2011
5861,82000000,89792502,110,6,235000,2011
5862,25000000,23308615,140,8.1,445000,2011
5863,150000000,665692281,90,7.2,262000,2011
5864,35000000,149542245,109,6.5,348000,2011
5865,75000000,226904017,110,6,163000,2011
5866,160000000,352616690,131,7.7,657000,2011
5867,60000000,136515867,106,6.7,290000,2011
5868,20000000,216197492,92,5.6,196000,2011
5869,40000000,173930596,109,6.7,379000,2011
5870,15000000,59389433,107,7,143000,2011
5871,40000000,97231420,111,6.1,131000,2011
5872,6500000,19123767,101,7.2,187000,2012
5873,145000000,694713380,132,7.4,466000,2011
5874,50000000,260095986,112,7,343000,2011
5875,7000000,9232318,112,7.5,142000,2011
5876,27000000,161849455,105,7.4,538000,2011
5877,30000000,135710029,113,6.8,253000,2011
5878,195000000,1123794079,154,6.2,390000,2011
5879,163000000,174822325,119,6,211000,2011
5880,35589876,81529126,122,7.1,192000,2012
5881,110000000,712205856,117,4.9,228000,2011
5882,90000000,63523283,113,5.2,96000,2011
5883,200000000,559852396,106,6.1,168000,2011
5884,135000000,245724603,107,7.2,245000,2011
5885,7400000,17039814,135,7.2,172000,2011
5886,32000000,147332697,93,7.5,495000,2011
5887,110000000,299268508,127,7,306000,2011
5888,35000000,209838559,98,6.8,428000,2011
5889,90000000,483866518,96,6.9,212000,2011
5890,35589876,33750478,120,7.6,143000,2011
5891,125000000,543848418,129,7.5,429000,2011
5892,75000000,132274484,110,5.7,105000,2011
5893,35589876,408680,101,5.3,32000,2011
5894,75000000,152930623,104,6.2,137000,2011
5895,40000000,97984015,104,7,240000,2011
5896,50000000,120081841,124,7.1,138000,2011
5897,93000000,481800873,105,7.5,504000,2011
5898,49900000,28013733,102,5.5,99000,2011
5899,40000000,86752352,118,7.3,221000,2011
5900,40000000,71508440,108,6.4,97000,2011
5901,30000000,75055070,98,6.1,65000,2011
5902,35000000,82087155,106,5.1,78000,2011
5903,500000,22926076,123,8.3,227000,2011
5904,150000000,185770310,126,7.5,310000,2011
5905,50200000,127869379,106,7,248000,2011
5906,35589876,285984,100,6.1,25000,2012
5907,32000000,58409247,139,6.8,171000,2011
5908,35589876,3143514,98,6.2,15000,2011
5909,11000000,4633668,102,6.7,75000,2012
5910,35589876,34710627,120,7.3,83000,2011
5911,12000000,1188194,106,7.1,47000,2012
5912,66000000,177584879,146,7.2,150000,2011
5913,52000000,75450437,112,6.3,172000,2011
5914,1100000,9148519,101,7.6,195000,2012
5915,3500000,19504039,107,7.1,121000,2011
5916,35589876,4778439,102,6.9,50000,2011
5917,30000000,63782078,111,6.8,193000,2011
5918,8000000,41097853,100,7.6,320000,2011
5919,20000000,177243185,115,7.3,235000,2011
5920,135000000,373993951,107,7.3,221000,2011
5921,30000000,64626786,89,4.9,59000,2011
5922,40000000,157887643,92,5.8,109000,2011
5923,60000000,149878437,111,6.1,230000,2011
5924,24000000,63543328,113,5.9,47000,2011
5925,1000000,26895481,95,6.6,92000,2013
5926,35589876,5192743,155,8.2,71000,2011
5927,35589876,1680778,100,6.7,38000,2011
5928,38000000,31505287,103,6.2,124000,2011
5929,50000000,40909909,104,5.4,96000,2011
5930,79000000,149673788,91,3.3,80000,2011
5931,80000000,169852759,102,5.2,59000,2011
5932,80000000,586764305,102,6.4,472000,2011
5933,36000000,86157237,105,5.8,121000,2011
5934,10000000,136836272,124,7.3,92000,2012
5935,25000000,79781695,117,6.8,244000,2012
5936,25000000,34942188,81,5.7,69000,2011
5937,23000000,7550073,97,6.3,52000,2011
5938,40000000,76130093,93,6.6,154000,2011
5939,57000000,132563930,96,4.3,113000,2012
5940,70000000,211819354,116,5.7,176000,2011
5941,120000000,227817248,119,5.8,157000,2011
5942,70000000,57084522,116,6.4,126000,2011
5943,25000000,41363927,90,4,25000,2011
5944,35000000,84920539,137,6.5,124000,2011
5945,50000000,39984400,84,6,64000,2011
5946,23000000,34513760,93,5.8,85000,2012
5947,35589876,30519436,99,6.4,100000,2011
5948,45000000,165184237,103,7.1,89000,2011
5949,110000000,563749323,103,5.4,86000,2011
5950,12500000,76338111,101,7.1,218000,2011
5951,30000000,41002607,106,6.4,101000,2011
5952,18000000,47120948,112,7,47000,2011
5953,15000000,133432856,100,7.9,234000,2012
5954,38000000,117094902,120,6.9,113000,2011
5955,35589876,1470679,95,7.6,21000,2011
5956,2000000,1349387,119,6.6,18000,2011
5957,35000000,65100369,112,5.9,59000,2011
5958,35589876,170323,91,3.8,37000,2011
5959,60000000,78309505,87,5.7,117000,2011
5960,45000000,160078586,101,6.3,123000,2011
5961,35589876,88823111,97,6.7,80000,2011
5962,10000000,2530394,97,3.2,12000,2011
5963,21000000,72526996,99,6.5,28000,2011
5964,35589876,450275,95,6.4,38000,2011
5965,25000000,30722632,80,7.2,122000,2011
5966,13000000,6206022,88,6.7,102000,2011
5967,6000000,19561904,96,7.3,83000,2011
5968,12000000,22939027,94,6.3,82000,2011
5969,19100000,5728213,109,7.1,61000,2011
5970,100000,1938783,92,6.9,93000,2011
5971,35589876,933352,92,7.1,58000,2011
5972,250000,3852409,86,6.7,60000,2012
5973,20000000,30426096,106,6.1,74000,2011
5974,35589876,1688710,98,7.7,79000,2012
5975,36000000,193967670,84,5.9,53000,2011
5976,130000000,554987477,90,6.6,148000,2011
5977,17000000,43202283,86,5.6,76000,2011
5978,35589876,1892130,83,6.6,57000,2011
5979,35589876,35057696,99,6.9,85000,2011
5980,35589876,11928909,118,6.7,33000,2011
5981,35589876,175706,90,6.2,21000,2012
5982,5000000,10173061,104,6.8,58000,2012
5983,40000000,91627228,95,5.4,91000,2011
5984,2000000,16527747,86,5.3,22000,2012
5985,30000000,49871429,63,7.2,23000,2011
5986,3000000,748453,86,6.1,45000,2011
5987,25000000,37989684,114,6.2,67000,2011
5988,45000000,30134958,119,6.2,100000,2011
5989,27000000,85564310,89,3.5,24000,2011
5990,3000000,145676,112,5.8,36000,2012
5991,42000000,90260376,100,5.5,109000,2011
5992,16000000,40492652,91,4.8,37000,2011
5993,35589876,34564651,107,6.8,63000,2012
5994,20000000,39782683,109,5.8,42000,2011
5995,37000000,96560591,114,6,93000,2011
5996,56000000,142044638,118,5.7,83000,2011
5997,135000,424088,85,6.6,21000,2012
5998,15000000,2042203,119,6.3,12000,2012
5999,35589876,6985158,92,6.8,85000,2012
6000,40000000,55247881,129,6.9,99000,2012
6001,75000000,342695435,87,4.3,33000,2011
6002,35589876,1389920,122,6.7,6500,2011
6003,5000000,25804448,90,6.4,85000,2011
6004,35589876,1192003,97,7.6,29000,2011
6005,35589876,4396975,110,6.2,16000,2012
6006,30000000,108609310,108,5.9,54000,2011
6007,41000000,8179416,100,6.2,43000,2011
6008,35589876,18962444,96,7.5,99000,2011
6009,25000000,11168712,110,5.8,33000,2011
6010,4000000,1874460,88,6.2,63000,2011
6011,35000000,10117966,91,5.3,42000,2011
6012,30000000,3338690,129,6.8,64000,2011
6013,22000000,61487846,91,7.4,38000,2011
6014,28000000,40662632,83,6.1,96000,2011
6015,13000000,115890699,105,6.4,105000,2012
6016,125000,3242802,90,6.7,27000,2012
6017,55000000,187361754,94,6,91000,2011
6018,35589876,1271319,105,5.7,19000,2011
6019,35589876,4965950,116,6.6,28000,2012
6020,35589876,1378947,95,6.1,22000,2011
6021,35589876,3424648,109,6.4,18000,2011
6022,2000000,35185884,129,7,20000,2011
6023,94000000,2855644,146,7.6,51000,2011
6024,5000000,26236153,86,5.2,54000,2011
6025,30000000,15395087,130,6.9,40000,2011
6026,63000000,183954145,95,5.4,32000,2011
6027,20000000,4627375,97,5.6,13000,2011
6028,35589876,2435325,123,6.1,31000,2012
6029,35589876,3822241,99,5.6,6700,2012
6030,35589876,2037,92,5.8,1900,2011
6031,135000000,159197038,100,5.9,43000,2011
6032,35589876,78500541,100,6.7,31000,2011
6033,21000000,7294800,91,6.6,48000,2011
6034,35589876,3102666,105,6.7,5200,2013
6035,35589876,1742215,129,6,9700,2011
6036,35589876,11789613,106,7.1,53000,2011
6037,10920000,11219667,159,7.7,41000,2011
6038,32000000,82686066,107,4.4,26000,2011
6039,35589876,676111,92,7.6,31000,2011
6040,35589876,2099472,157,7.9,44000,2011
6041,70000000,69721966,111,5.3,53000,2011
6042,37000000,95943453,113,6.8,23000,2011
6043,220000000,1518815515,143,8,1300000,2012
6044,100000000,426074373,165,8.4,1400000,2012
6045,180000000,1017003568,169,7.8,773000,2012
6046,78000000,694394724,142,7.2,862000,2012
6047,250000000,1081142612,164,8.4,1600000,2012
6048,17000000,115350426,112,7.1,285000,2012
6049,35000000,88215156,134,6.2,132000,2012
6050,3800000,15843274,115,8.3,297000,2013
6051,130000000,403354469,124,7,578000,2012
6052,16000000,68264022,94,7.8,327000,2012
6053,45000000,198087212,114,7.6,208000,2013
6054,44500000,232325503,120,7.7,585000,2012
6055,120000000,829747654,115,5.5,236000,2012
6056,60000000,218340595,130,7,317000,2012
6057,40000000,132820716,157,7.4,280000,2013
6058,102000000,130482868,172,7.4,349000,2012
6059,200000000,1108569499,143,7.7,642000,2012
6060,13000000,33384127,103,7.9,475000,2012
6061,230000000,757930663,136,6.9,571000,2012
6062,61000000,441809770,158,7.6,315000,2012
6063,21000000,236412453,122,7.7,675000,2012
6064,170000000,396592829,127,6.1,278000,2012
6065,32000000,28258060,138,7.2,160000,2012
6066,30000000,176506819,113,7.4,545000,2012
6067,15000000,37930465,97,6.2,137000,2012
6068,31000000,161772375,138,7.3,334000,2012
6069,42000000,201585328,109,7.2,521000,2012
6070,50000000,549368315,106,6.9,580000,2012
6071,3000000,82515113,110,6.8,229000,2012
6072,65000000,156491279,103,6.3,179000,2012
6073,70000000,57719093,116,5.5,94000,2012
6074,65000000,275293450,150,7.3,250000,2012
6075,185000000,538983207,93,7.1,383000,2012
6076,15000000,47052899,140,7.3,253000,2013
6077,50000000,41037742,95,7.1,260000,2012
6078,150000000,245527149,113,6.2,252000,2012
6079,250000000,284139100,132,6.6,260000,2012
6080,209000000,303025485,131,5.8,240000,2012
6081,7000000,167739961,110,6.1,134000,2012
6082,85000000,358375603,91,7.1,232000,2012
6083,26000000,55404207,116,7.3,232000,2012
6084,5000000,32170399,94,5.3,138000,2013
6085,70000000,160112671,88,6.3,148000,2012
6086,5000000,8518634,83,3.7,41000,2012
6087,85000000,208076205,115,6.7,211000,2012
6088,10000000,11681781,101,6.7,109000,2012
6089,35589876,2362019,109,7.1,15000,2012
6090,125000000,276144750,135,6.6,290000,2012
6091,69000000,116471580,105,5.9,151000,2012
6092,165000000,471222889,101,7.7,390000,2012
6093,125000000,198467168,118,6.2,244000,2012
6094,12000000,102731865,88,6.6,193000,2012
6095,50000000,234989584,113,6.7,206000,2012
6096,35589876,23812816,98,5.6,74000,2012
6097,45000000,82966152,131,6.5,126000,2012
6098,120000000,609016565,127,7.9,594000,2012
6099,40600000,68929150,129,6.6,95000,2012
6100,65000000,240159255,95,5.4,136000,2012
6101,225000000,624026776,106,6.8,342000,2012
6102,79000000,335260290,94,5.8,96000,2012
6103,15000000,32226382,110,7.2,246000,2012
6104,75000000,59418613,123,5.9,75000,2012
6105,65000000,179379533,83,6.4,286000,2012
6106,68000000,68267862,102,5.7,123000,2012
6107,100000000,314975955,103,6.6,296000,2012
6108,750000,4424699,86,7,122000,2012
6109,12000000,126636097,84,7,243000,2012
6110,65000000,50950296,93,5.4,74000,2012
6111,7000000,55078146,109,7.6,233000,2012
6112,150000000,301970083,99,5.7,184000,2012
6113,10000000,32613173,130,7.4,172000,2013
6114,70000000,348840316,86,6.4,102000,2012
6115,42000000,47636031,102,6.6,147000,2012
6116,22000000,77229695,94,6.3,23000,2012
6117,25000000,99357138,101,6.5,103000,2012
6118,145000000,306941670,97,7.3,161000,2012
6119,10000000,4552970,106,6.8,72000,2013
6120,6000000,2631275,89,6.1,36000,2013
6121,35589876,828284,118,6.5,42000,2013
6122,35589876,9058065,86,7.5,78000,2013
6123,145000000,746921274,93,6.8,168000,2012
6124,30000000,54169363,124,6.2,96000,2012
6125,10000000,44287131,101,5.6,74000,2012
6126,1000000,10656155,95,7.2,42000,2012
6127,17000000,128955898,95,6.4,177000,2012
6128,30000000,54819301,92,5.1,30000,2012
6129,12000000,96070507,122,6.5,45000,2012
6130,30000000,196114570,104,6.8,187000,2012
6131,45000000,376152455,92,6.3,294000,2012
6132,270000,592116,90,6.4,33000,2012
6133,35589876,25807712,120,7.5,65000,2012
6134,2000000,20014680,125,6.4,32000,2013
6135,2000000,16816647,100,6.1,35000,2012
6136,12000000,82499399,110,6.5,67000,2012
6137,20000000,713616,102,5.3,22000,2013
6138,25000000,9617377,124,6.1,40000,2012
6139,45000000,21947209,92,5.7,48000,2013
6140,11000000,10578643,97,4.4,54000,2012
6141,35589876,19767535,94,5.9,43000,2012
6142,2000000,92654,95,6.8,68000,2013
6143,95000000,877244782,88,6.5,197000,2012
6144,35589876,1944287,116,5.8,58000,2012
6145,2900000,1048704,86,6,20000,2013
6146,85000000,183018522,106,5.6,85000,2012
6147,2500000,8315,98,4.8,10000,2012
6148,15700000,27039669,98,6.8,73000,2012
6149,1500000,1544989,101,5.2,28000,2013
6150,33000000,140470746,99,6.4,55000,2012
6151,8000000,9368803,104,7.2,97000,2012
6152,35589876,977671,97,7.2,85000,2013
6153,12500000,3783865,107,5.8,37000,2012
6154,14000000,85446075,92,5.9,58000,2012
6155,20000000,55362705,95,5,61000,2012
6156,30000000,41564670,94,6.5,106000,2012
6157,900000,245027,101,6.4,15000,2013
6158,35000000,34618867,101,5.2,33000,2012
6159,8900000,29664140,127,7.9,95000,2012
6160,40000000,84384002,110,5.7,71000,2012
6161,30000000,48963137,111,6.8,61000,2012
6162,42000000,73100172,105,6.4,87000,2012
6163,7500000,9929706,82,6.1,47000,2012
6164,35589876,141951,99,6.4,37000,2012
6165,35589876,73244881,112,6.3,86000,2012
6166,35589876,7396,94,6.7,9800,2012
6167,60000000,107139399,92,7,96000,2012
6168,25000000,96262212,109,6.4,119000,2012
6169,35589876,14107313,114,6.2,59000,2012
6170,12000000,35485056,107,6.6,51000,2012
6171,15000000,20546518,95,5.4,61000,2012
6172,20500000,7029095,109,5.1,45000,2012
6173,95000000,104907746,85,6.1,126000,2012
6174,39000000,81493846,87,6.9,101000,2012
6175,35589876,14758997,137,7.5,45000,2012
6176,40000000,41863726,95,5.7,36000,2012
6177,15000000,5072654,95,6.5,54000,2013
6178,12000000,1946254,95,6.3,39000,2012
6179,35589876,1581252,84,5.7,26000,2012
6180,6000000,15950164,102,7,76000,2012
6181,35589876,5990754,111,7.7,40000,2012
6182,35589876,3499442,112,6.4,27000,2013
6183,35589876,146222,103,6.9,7200,2013
6184,35589876,13090471,101,7,24000,2012
6185,10000000,1402307,114,5,20000,2012
6186,15000000,11039031,106,6.6,37000,2013
6187,1800000,21107746,93,7.3,82000,2012
6188,58000000,50365498,125,5.9,34000,2012
6189,35589876,16190771,105,7.4,31000,2012
6190,20000000,16863583,93,4.9,36000,2012
6191,17000000,11350665,82,4.1,19000,2012
6192,35589876,2801166,112,5.9,28000,2013
6193,20000000,32948113,95,6.1,96000,2012
6194,20000000,7942116,116,7.1,31000,2012
6195,40000000,38084162,,5.3,41000,2012
6196,3000000,12128575,87,5.3,46000,2012
6197,26350000,1577272,94,4.8,11000,2012
6198,35589876,459234,122,8.1,59000,2012
6199,25000000,119772232,105,6,25000,2012
6200,26000000,29699345,110,6.4,83000,2012
6201,2000000,1150681,97,6.7,37000,2012
6202,35000000,17415418,96,5.5,44000,2012
6203,16600000,22842887,118,7.2,47000,2013
6204,5000000,142802657,88,4.6,63000,2012
6205,11000000,59520298,98,6.8,19000,2013
6206,35589876,131208,82,5.8,3200,2012
6207,35000000,30962335,105,5.7,29000,2012
6208,60000000,22187813,109,6.4,70000,2013
6209,35589876,6202879,128,6.4,13000,2013
6210,25000000,56012642,105,6.6,46000,2012
6211,35000000,31083599,91,6.5,111000,2012
6212,20000000,636399,112,6,4400,2013
6213,10000000,3428048,115,7.5,74000,2013
6214,35589876,2122909,88,6.5,27000,2013
6215,55000000,123054041,88,6.7,46000,2012
6216,1000000,38390020,86,5,65000,2012
6217,35589876,3640975,92,6.6,30000,2012
6218,7395080,5277766,140,7.2,40000,2012
6219,30000000,114281051,100,6.3,42000,2012
6220,16000000,12558931,114,7.1,42000,2012
6221,35589876,23589,129,4.7,18000,2013
6222,35589876,712216,104,7.2,20000,2013
6223,35589876,7708312,112,6.1,19000,2013
6224,16000000,92748,92,5.2,9700,2012
6225,35589876,4490134,151,8.1,78000,2012
6226,35589876,9374932,102,5.4,18000,2012
6227,35589876,9166865,90,7,7400,2013
6228,40000000,22044277,91,5.9,41000,2012
6229,35589876,562878,109,7,11000,2012
6230,40000000,74939189,89,5.9,25000,2013
6231,35589876,2176576,130,6.9,14000,2013
6232,35589876,5341221,109,7.1,16000,2013
6233,35589876,1674776,90,6.3,11000,2012
6234,850000,1386088,85,6,16000,2012
6235,40000000,24740061,107,6.5,19000,2012
6236,6000000,2711379,99,7.4,27000,2013
6237,1000000,101758490,83,4.2,35000,2012
6238,7980000,2724695,146,6.3,14000,2012
6239,14000000,11417362,86,5.4,14000,2012
6240,35589876,6366835,100,6.2,8200,2012
6241,35589876,123821,109,7,18000,2012
6242,2500000,4806423,89,7.1,63000,2012
6243,100000000,392000694,180,8.2,1200000,2013
6244,200000000,1214811252,130,7.1,779000,2013
6245,20000000,320290989,112,7.5,464000,2013
6246,46000000,122126687,153,8.1,625000,2013
6247,170000000,644783140,112,6.8,618000,2013
6248,3000000,89328627,85,5.7,209000,2013
6249,80000000,246984278,101,5.4,144000,2013
6250,160000000,788680968,130,7,377000,2013
6251,100000000,723192705,91,7.7,784000,2013
6252,12000000,87100449,123,7.8,317000,2013
6253,225000000,959007513,161,7.8,615000,2013
6254,225000000,668045518,143,7,721000,2013
6255,13300000,5866389,108,6.3,134000,2014
6256,35589876,19465835,180,7.7,142000,2013
6257,7000000,7609187,123,7.3,94000,2013
6258,23000000,48517427,126,8,559000,2014
6259,39200000,86758912,126,7.1,335000,2014
6260,37000000,269994119,110,7,415000,2013
6261,28000000,60795985,103,6.5,259000,2013
6262,150000000,1281508100,102,7.4,585000,2013
6263,105000000,353642274,143,7.2,494000,2013
6264,40000000,251171807,138,7.2,458000,2013
6265,5000000,12666449,100,5.3,41000,2015
6266,38000000,96983009,123,8.1,446000,2013
6267,200000000,743559645,104,7.2,332000,2013
6268,3000000,39439355,90,6.5,232000,2013
6269,75000000,351723989,115,7.2,612000,2013
6270,120000000,286168572,124,7,495000,2013
6271,35000000,173965010,111,5.7,128000,2013
6272,35589876,13551156,117,6.9,119000,2014
6273,190000000,467365246,132,7.7,468000,2013
6274,130000000,865011746,146,7.5,626000,2013
6275,22000000,48449416,100,6.5,113000,2013
6276,6000000,32443111,94,4.3,101000,2013
6277,190000000,540455876,116,7,618000,2013
6278,20000000,187733202,134,8.1,657000,2013
6279,130000000,375740705,110,5.8,176000,2013
6280,5000000,55736588,117,8,455000,2013
6281,90000000,188133322,114,7.3,300000,2013
6282,190000000,411002906,131,6.9,475000,2013
6283,135000000,587205319,98,7.2,199000,2013
6284,32000000,126041322,107,6.6,391000,2013
6285,5000000,26474920,103,7.4,143000,2013
6286,58000000,93492844,119,6.3,193000,2013
6287,115000000,286140700,109,6.6,426000,2013
6288,50000000,226349749,88,6.1,198000,2013
6289,55000000,218791811,134,7.8,432000,2013
6290,17000000,97542952,91,6.5,160000,2013
6291,150000000,205366737,131,6.3,211000,2013
6292,35589876,3468224,91,6.9,175000,2014
6293,70000000,170270201,119,6.5,263000,2013
6294,40000000,154802912,121,7.5,272000,2014
6295,215000000,493311825,130,6.3,201000,2013
6296,26000000,87305549,129,6.4,205000,2013
6297,30000000,5186767,104,5.7,71000,2013
6298,22000000,15661554,116,6.8,110000,2013
6299,50000,139745,89,7.2,115000,2014
6300,110000000,125544024,114,6.6,228000,2013
6301,50000000,173649931,119,6.3,172000,2013
6302,20000000,46091271,109,7,266000,2013
6303,12000000,12077441,99,6.8,105000,2013
6304,60000000,95396573,130,5.9,129000,2013
6305,15000000,146428180,100,6.2,172000,2013
6306,38000000,98337295,119,6.4,157000,2013
6307,92000000,304654182,98,5.3,201000,2013
6308,50000000,137328301,115,6.7,232000,2013
6309,120000000,414828246,126,6.7,439000,2013
6310,20000000,47340586,92,4.8,47000,2013
6311,76000000,970766005,98,7.3,377000,2013
6312,175000000,151783839,128,6.3,152000,2013
6313,16000000,1575749,112,6.2,33000,2013
6314,20000000,17496820,107,5.6,76000,2013
6315,35000000,116980662,98,6.8,223000,2013
6316,90000000,199850315,106,5.8,113000,2013
6317,18000000,99104804,98,7.3,195000,2013
6318,35589876,4934725,124,6.7,88000,2014
6319,28000000,97594140,115,6.7,106000,2013
6320,60000000,105200903,113,6.7,209000,2013
6321,25000000,74188937,121,7.2,87000,2014
6322,2000000,5090608,85,7.1,140000,2014
6323,3000000,20994648,109,7.9,146000,2013
6324,35589876,9757417,95,6.7,33000,2014
6325,8000000,65652908,104,7.4,147000,2014
6326,5000000,44459951,104,6.5,120000,2014
6327,35589876,291239,110,6.8,16000,2013
6328,25000000,71009334,117,5.3,98000,2013
6329,35000000,46922566,118,6.2,118000,2013
6330,13000000,68572631,94,6.7,115000,2013
6331,20000000,78378744,86,3.5,67000,2013
6332,130000000,78324220,96,5.6,123000,2013
6333,11000000,32960249,104,7.5,144000,2014
6334,1500000,3909596,104,5.8,38000,2013
6335,30000000,84790678,100,5.9,135000,2013
6336,215000000,260502115,150,6.4,225000,2013
6337,40000000,63365859,125,5.9,112000,2013
6338,135000000,282570682,96,6.4,88000,2013
6339,11000000,8526288,98,6.8,73000,2014
6340,61000000,131940411,109,6.7,201000,2013
6341,8000000,25288872,93,7,60000,2013
6342,30000000,63414135,106,7.1,183000,2013
6343,43000000,229930771,117,6.6,165000,2013
6344,5000000,161919318,106,6.6,160000,2013
6345,20000000,12671109,100,6.2,68000,2013
6346,10900000,16607575,100,7.3,29000,2014
6347,35589876,3875442,120,6.5,80000,2014
6348,130000000,243611982,100,4.8,194000,2013
6349,30000000,177313795,132,7.2,111000,2013
6350,4800000,10639616,90,5.7,109000,2013
6351,84000000,148075565,116,6.6,163000,2013
6352,25500000,2566435,127,6.5,19000,2013
6353,35589876,24665023,141,7.8,83000,2014
6354,30000000,18074539,118,6.5,65000,2013
6355,2500000,6918591,95,7.1,147000,2013
6356,40000000,97470701,128,7.5,89000,2013
6357,35589876,20919703,131,7.8,112000,2014
6358,45000000,48330757,107,6.3,135000,2013
6359,5000000,8417248,97,7.1,104000,2014
6360,12700000,4292517,113,7,16000,2014
6361,35589876,678604,106,5.7,28000,2013
6362,35589876,1645164,96,8,84000,2013
6363,35000000,117867984,125,7.5,155000,2013
6364,19000000,76586316,131,7.5,130000,2013
6365,103000000,362000072,100,5.8,299000,2013
6366,10000000,1585583,93,6.2,39000,2013
6367,8000000,20045576,90,5.6,85000,2013
6368,30000000,78418811,111,6.3,113000,2013
6369,30000000,136533257,126,7.8,77000,2014
6370,12000000,1456675,98,5.8,18000,2014
6371,60000000,60052138,124,6.1,85000,2013
6372,4000000,2431443,117,6.9,46000,2014
6373,26000000,53120346,105,6.4,76000,2013
6374,35589876,175755,98,5.7,10000,2013
6375,40000000,44907260,113,6.4,59000,2013
6376,50000000,239258712,91,5.7,43000,2013
6377,78000000,274325949,95,6.4,94000,2013
6378,195000000,197687603,114,6.2,134000,2013
6379,420000,993313,90,7.1,69000,2014
6380,100000000,268426634,102,6.7,101000,2013
6381,3500000,27858103,97,6.3,73000,2013
6382,12000000,27682872,115,7.7,114000,2014
6383,35589876,1501595,95,7.1,79000,2013
6384,35589876,17551296,186,8.2,63000,2013
6385,18000000,20275812,111,6.9,44000,2014
6386,20000000,24261569,101,6.9,111000,2013
6387,35000000,34737199,109,6.2,78000,2013
6388,8500000,1486506,107,6.1,46000,2014
6389,9000000,13627519,106,6.9,78000,2013
6390,7000000,1257142,99,6.5,22000,2014
6391,28000000,2624761,137,6.3,27000,2014
6392,35589876,10900434,103,6.8,12000,2013
6393,38600000,73906736,130,6.6,32000,2013
6394,30000000,27437881,100,5.9,71000,2013
6395,35589876,2313509,97,6.3,20000,2013
6396,35000000,46522137,89,5.6,48000,2013
