,budget,gross,runtime,score,votes,Year_Released
4712,35000000,30526509,122,6.3,44000,2005
4713,30000000,49334775,135,6.7,84000,2006
4714,475000,3947579,110,7.3,103000,2006
4715,1000000,30894796,99,6.2,69000,2005
4716,35589876,3942254,128,7.2,21000,2006
4717,19000000,145166804,119,6.7,122000,2005
4718,43000000,56995646,97,4.7,89000,2005
4719,60000000,58072119,105,5.2,110000,2005
4720,75000000,142400065,129,6,95000,2005
4721,60000000,130154568,94,5.5,56000,2005
4722,62000000,53321673,93,5.5,125000,2005
4723,84000000,59981548,94,2.2,53000,2005
4724,70000000,88933562,97,5.5,55000,2005
4725,45000000,38075318,134,6.3,42000,2005
4726,35589876,40442443,94,5.8,36000,2005
4727,45000000,56070433,95,5.6,37000,2005
4728,30000000,33296457,97,5.1,36000,2005
4729,35589876,23834149,115,7.6,74000,2005
4730,10000000,47329961,106,7.2,100000,2005
4731,100000000,204681899,90,6.2,139000,2005
4732,7900000,2635305,90,6.8,31000,2006
4733,18000000,92884429,103,6.3,63000,2005
4734,58000000,102854431,95,6.7,101000,2005
4735,7000000,49327405,114,7.3,128000,2006
4736,43000000,93983911,104,6.5,108000,2005
4737,1500000,11098131,81,7.3,80000,2005
4738,15000000,47074133,93,6.2,93000,2005
4739,40000000,21577624,100,5.4,23000,2005
4740,45000000,52164016,123,6.4,68000,2005
4741,150000000,314432837,81,5.7,88000,2005
4742,43000000,155457327,101,5.6,58000,2005
4743,50000000,22984628,127,5.9,65000,2005
4744,50000000,163995949,110,5.4,93000,2005
4745,35589876,20361,92,6.5,23000,2006
4746,22000000,45109561,83,4.7,49000,2005
4747,2000000,5969708,116,6.9,64000,2006
4748,5500000,50652203,116,5.8,14000,2005
4749,50000000,144146816,101,4.8,46000,2005
4750,30000000,194137091,85,7.4,128000,2005
4751,35589876,37691644,112,6.5,53000,2006
4752,29000000,21733230,103,7.1,110000,2005
4753,15000000,47096206,90,6.2,50000,2005
4754,6500000,39323027,92,7.6,215000,2006
4755,30000000,127369981,101,6,83000,2005
4756,38000000,29621722,97,5,31000,2005
4757,45000000,101393569,115,5.1,71000,2005
4758,35000000,34252847,113,5.8,21000,2005
4759,30000000,50605163,104,6.2,43000,2005
4760,35589876,9950133,107,7.1,19000,2006
4761,113000000,71022693,101,4.5,68000,2005
4762,50000000,93974620,128,6.9,127000,2005
4763,35000000,25211175,126,7.3,41000,2005
4764,22000000,57479076,108,6.6,72000,2005
4765,35589876,2935242,105,6.2,12000,2006
4766,10000000,19770475,100,5.5,29000,2005
4767,45000000,50871113,103,7,100000,2005
4768,52000000,77663556,113,6.5,108000,2005
4769,26000000,15431177,120,7.4,29000,2005
4770,35589876,16197824,117,7.3,76000,2006
4771,40000000,46563961,117,5.4,45000,2005
4772,85000000,131426169,102,4.8,70000,2005
4773,30000000,110013167,80,6.4,58000,2006
4774,35589876,2421577,94,7.8,47000,2005
4775,25000000,3650275,95,2.9,34000,2006
4776,15000000,12045362,121,7.4,39000,2006
4777,3200000,719135,95,6.3,30000,2007
4778,10000000,27610873,118,6.7,61000,2006
4779,35589876,1778006,91,6.5,11000,2006
4780,30000000,1123136,97,4,6100,2005
4781,7000000,54641191,93,7.4,95000,2005
4782,35589876,27645491,98,6,26000,2005
4783,30000000,42886719,107,6.6,68000,2005
4784,1000000,32586408,90,5.8,26000,2005
4785,20000000,5048693,104,7.3,51000,2006
4786,25000000,18299138,127,7.8,53000,2006
4787,135000000,79268322,121,5.1,52000,2005
4788,2800000,23563727,116,7.3,39000,2005
4789,12500000,17356268,96,6.7,44000,2006
4790,35589876,83697473,130,6.4,60000,2005
4791,18000000,46201432,100,3.7,35000,2005
4792,14000000,33589427,106,6.3,11000,2005
4793,25000000,3487678,107,6.5,17000,2005
4794,30000000,58231520,98,5.9,31000,2005
4795,35000000,103121466,105,5.9,41000,2005
4796,1500000,916051,112,6.6,11000,2005
4797,50000000,8483797,99,6.8,77000,2005
4798,80000000,10777375,132,6.7,21000,2005
4799,35589876,881779,87,4.6,9700,2005
4800,19300000,566611,120,6.5,32000,2006
4801,35589876,17521290,112,6.2,6800,2005
4802,20000000,12693645,96,2.4,42000,2005
4803,14000000,29612137,83,5.1,25000,2006
4804,16000000,3344431,80,4.3,4400,2005
4805,60000000,42580321,130,6.8,32000,2005
4806,10000000,91196419,101,5.5,48000,2005
4807,32000000,97918663,95,4.7,30000,2005
4808,35589876,27165581,111,7.1,36000,2006
4809,20000000,14189860,100,6.7,44000,2005
4810,35589876,2456454,97,5.8,22000,2005
4811,30000000,90754475,102,5.2,16000,2005
4812,80000000,11665465,110,4.2,19000,2005
4813,22000000,19126398,102,6.5,78000,2005
4814,169000,18586834,99,6.8,34000,2006
4815,35589876,9995168,91,7.1,33000,2005
4816,30000000,18618284,108,7,29000,2005
4817,20000000,67192859,89,4.2,30000,2005
4818,35589876,269755,107,6.5,6600,2007
4819,35589876,2788033,99,6.1,4900,2005
4820,800000,8012838,91,7.3,36000,2005
4821,1000000,15151744,103,7.4,41000,2006
4822,9600000,4408011,144,6.6,9300,2006
4823,35589876,37245453,105,5.6,17000,2005
4824,12000000,28237488,118,6.8,21000,2005
4825,6800000,351401,108,6.9,18000,2006
4826,33000000,13485145,83,5.6,25000,2005
4827,35000000,61746888,76,5.5,22000,2005
4828,22000000,67937494,105,6.2,40000,2005
4829,14200000,674918,139,7.3,23000,2005
4830,1000000,3399228,106,6.9,22000,2005
4831,30000000,251495,117,5.2,11000,2005
4832,35589876,258227,98,5.6,6100,2005
4833,35589876,1254005,90,7.5,23000,2006
4834,32000000,38741732,106,6.8,12000,2005
4835,35589876,1266341,122,8.2,34000,2005
4836,1000000,2708087,94,6.6,14000,2005
4837,35589876,92076,103,5.8,18000,2006
4838,35589876,17709155,116,7.7,28000,2005
4839,35589876,36099,91,3.6,6800,2006
4840,7000000,3601974,106,7.4,57000,2005
4841,4000000,2138742,96,6.6,21000,2005
4842,33100000,17492014,86,5.2,13000,2005
4843,90000000,291465373,151,8.5,1200000,2006
4844,85000000,158964610,104,6,252000,2006
4845,72500000,163362095,108,6.6,172000,2006
4846,40000000,109676311,130,8.5,1200000,2006
4847,120000000,461991867,117,7.1,381000,2006
4848,65000000,456068181,117,7.6,750000,2007
4849,35000000,326706115,109,6.9,385000,2006
4850,150000000,616502912,144,8,594000,2006
4851,19000000,83850267,118,8.2,631000,2007
4852,225000000,1066179747,151,7.3,668000,2006
4853,35589876,495303,84,6.6,150000,2007
4854,40000000,120673227,139,7.8,297000,2006
4855,20000000,57194667,105,6.3,149000,2006
4856,26000000,14821658,137,7.5,107000,2007
4857,76000000,70595464,109,7.9,474000,2007
4858,125000000,760006945,149,6.6,410000,2006
4859,55000000,307127625,117,8,465000,2006
4860,8000000,101058954,101,7.8,450000,2006
4861,6000000,48618191,123,7.7,179000,2007
4862,100000000,171720398,143,8,511000,2006
4863,2000000,77356942,137,8.4,368000,2007
4864,110000000,574481229,108,6.4,323000,2006
4865,150000000,398479497,126,6.9,337000,2006
4866,40000000,60917189,123,6.5,104000,2006
4867,45000000,186003591,129,7.6,350000,2006
4868,15000000,9380029,122,7.3,98000,2006
4869,23000000,38623262,93,6.4,127000,2006
4870,270000000,391081192,154,6,274000,2006
4871,15000000,12834936,95,6.5,76000,2006
4872,35000000,99255460,92,5.8,83000,2006
4873,20000000,37598767,97,5.3,48000,2006
4874,15000000,70009308,107,6.4,162000,2006
4875,35000000,16468343,97,7.2,232000,2006
4876,210000000,460435291,104,6.7,491000,2006
4877,50000000,111476513,106,6.7,193000,2006
4878,82500000,240685326,107,6.4,313000,2006
4879,85000000,205850134,136,6.9,258000,2006
4880,50000000,100605135,125,6.5,217000,2006
4881,70000000,38629478,114,4.3,38000,2006
4882,50000000,49332692,121,5.6,72000,2006
4883,60000000,135039924,147,7.5,239000,2007
4884,27000000,56308881,110,7.7,303000,2006
4885,17000000,57232879,108,6.7,140000,2007
4886,35589876,8481254,101,7.7,117000,2007
4887,35589876,2294291,102,7.1,84000,2008
4888,75000000,180557550,126,7,298000,2006
4889,35589876,6566277,94,7,79000,2006
4890,50000000,87528173,99,5.5,57000,2006
4891,20000000,13939963,93,6.8,104000,2006
4892,21000000,26768563,145,7.7,74000,2007
4893,35589876,31976848,103,6.4,27000,2006
4894,12000000,114197742,104,6.5,113000,2006
4895,35589876,89433436,120,7.1,112000,2007
4896,18000000,262552893,84,7.3,387000,2006
4897,33000000,62022014,105,5.4,134000,2006
4898,70000000,72785169,110,5.5,96000,2006
4899,12000000,42931041,88,6.9,239000,2006
4900,16500000,87892388,110,7.6,360000,2006
4901,80000000,339795890,83,6.7,164000,2006
4902,25000000,118890272,93,5.8,133000,2006
4903,30000000,53653224,113,7.5,222000,2006
4904,35589876,32351125,122,6.9,100000,2007
4905,12000000,22989957,110,5.4,39000,2006
4906,45000000,178262620,83,5.1,116000,2006
4907,30000000,3669465,117,7.9,109000,2008
4908,18000000,68844775,89,5.8,81000,2006
4909,110000000,100266865,167,6.7,100000,2006
4910,24000000,155929020,102,7.1,208000,2006
4911,100000000,250425512,104,5.1,123000,2006
4912,70000000,155430335,130,6.5,71000,2006
4913,35589876,123384128,103,7.3,106000,2006
4914,25000000,135330182,143,7.4,293000,2006
4915,35000000,42269923,117,7,91000,2006
4916,135000000,163794509,132,6,112000,2006
4917,10000000,164874275,108,6.2,183000,2006
4918,100000000,384336108,108,6.4,174000,2006
4919,16000000,51764406,91,5.8,69000,2006
4920,15000000,10907485,116,6.9,62000,2007
4921,35589876,946590,90,7.7,75000,2007
4922,75000000,141861243,91,6.6,106000,2006
4923,17300000,39220946,96,6.6,82000,2006
4924,65000000,163247198,129,5.9,79000,2006
4925,12000000,38395414,103,5.5,46000,2006
4926,64000000,104003322,98,4.5,52000,2006
4927,33000000,64962629,85,5.5,49000,2006
4928,160000000,181674817,98,5.7,100000,2006
4929,149000000,178281554,85,6.6,117000,2006
4930,70000000,94973540,139,6.9,89000,2006
4931,10000000,7177143,120,7.3,103000,2007
4932,15000000,67062123,87,5.1,44000,2006
4933,8700000,7659918,100,7.1,108000,2006
4934,21000000,7563172,87,4.8,44000,2007
4935,2000000,5526675,101,6.4,32000,2006
4936,25000000,16162580,124,6,25000,2007
4937,52000000,205668210,106,5.8,128000,2006
4938,35589876,33428799,131,7.5,52000,2006
4939,15000000,76700659,111,7.6,100000,2006
4940,80000000,164115897,93,5.7,83000,2006
4941,19000000,68673228,141,7.9,156000,2007
4942,17000000,374743,145,5.4,38000,2007
4943,35589876,4046144,180,6.9,55000,2007
4944,90000000,65900249,135,7.1,119000,2006
4945,50000000,130224158,97,5.6,76000,2006
4946,5000000,26986174,97,7.3,131000,2006
4947,52000000,65664721,102,6.6,128000,2006
4948,30000000,61108981,96,5.1,63000,2006
4949,35589876,28047963,125,6.8,51000,2006
4950,40000000,114830111,99,6.8,143000,2006
4951,40000000,38805380,102,3.7,65000,2006
4952,85000000,200811689,86,6.1,89000,2006
4953,85000000,148963822,97,6.3,39000,2006
4954,35589876,2105096,108,7.2,44000,2006
4955,25000000,119974972,110,5.5,57000,2006
4956,35589876,22903165,127,7.5,48000,2007
4957,15000000,21156270,104,6.7,61000,2008
4958,80000000,667094506,91,6.8,262000,2006
4959,17500000,20387597,110,6.3,65000,2006
4960,7000000,27298695,85,5.1,31000,2006
4961,4000000,8095658,102,6.1,34000,2007
4962,10000000,14756513,93,5.4,37000,2006
4963,15000000,49814392,92,7.4,76000,2007
4964,13000000,17471727,120,7.2,71000,2007
4965,35589876,85585177,121,7.6,97000,2007
4966,18000000,1220058,115,6.7,30000,2007
4967,40000000,58480828,105,7.1,68000,2006
4968,50000000,82751189,105,5.8,57000,2006
4969,35589876,154210,100,5.4,3100,2006
4970,1500000,208550,93,5.7,30000,2010
4971,65000000,43545364,131,7.1,59000,2006
4972,28000000,38159905,103,5.4,55000,2006
4973,6000000,63368939,107,5.3,11000,2006
4974,20000000,22165608,92,4.7,33000,2006
4975,19400000,26910847,125,7.5,90000,2007
4976,35589876,4630045,84,6,24000,2006
4977,30000000,31070211,88,4.4,80000,2006
4978,7000000,3572632,90,6.4,21000,2007
4979,8000000,18948425,112,7.4,19000,2006
4980,35589876,1930133,93,6.7,2900,2006
4981,35589876,3438735,114,7.3,18000,2007
4982,51000000,116755080,90,5.6,29000,2006
4983,86000000,108605609,94,6,34000,2007
4984,35000000,12506362,83,4.4,19000,2006
4985,40000000,120455994,120,7.3,62000,2006
4986,45000000,78568977,114,7,43000,2007
4987,35589876,1297260,105,7.3,9800,2006
4988,20000000,85749034,83,2.8,58000,2006
4989,60000000,17858059,140,6.5,42000,2006
4990,13000000,2636637,125,7,33000,2006
4991,54000000,130628903,110,5.6,79000,2006
4992,50000000,69865924,87,6.5,16000,2006
4993,35589876,68673762,115,6.4,37000,2006
4994,15000000,21893591,95,6.1,7600,2006
4995,35589876,11632723,120,7.7,33000,2007
4996,35589876,42938449,118,7.2,44000,2006
4997,9000000,21510851,95,4.6,25000,2006
4998,1000000,454026,88,7.3,54000,2007
4999,8000000,18707966,84,5.1,26000,2006
5000,45000000,43451846,112,6.5,30000,2006
5001,6500000,18245244,88,5.8,29000,2006
5002,55000000,9451623,128,6.2,24000,2006
5003,28000000,16800438,126,6.5,33000,2006
5004,35589876,23055884,99,7.1,19000,2008
5005,20000000,21170563,105,6.2,11000,2006
5006,35589876,23937870,93,5.1,24000,2006
5007,35589876,68072848,104,7.6,74000,2006
5008,35589876,69136,92,6.7,22000,2006
5009,14000000,20718608,117,7,41000,2006
5010,700000,4660481,106,7.2,85000,2006
5011,80000000,102338515,82,5.2,25000,2006
5012,13000000,2689799,110,7.1,17000,2006
5013,35589876,4947717,87,5.8,40000,2007
5014,30000000,66500090,118,6.6,25000,2006
5015,30000000,41480851,125,6.9,58000,2006
5016,50000000,55181129,88,5.8,38000,2006
5017,16800000,2312717,122,6.4,15000,2006
5018,35589876,10800778,167,8.1,115000,2006
5019,10000000,4326927,120,7.3,27000,2006
5020,12000000,110768122,92,4.8,34000,2006
5021,30000000,35078241,88,7,28000,2007
5022,40000000,141522961,99,4.8,41000,2006
5023,20500000,29907685,90,4.8,28000,2006
5024,20000000,15852401,104,6.4,41000,2006
5025,35589876,245292,85,6.3,12000,2008
5026,13000000,11130889,104,6.3,22000,2007
5027,35589876,1736394,92,6.7,22000,2007
5028,6000000,156318,91,5.8,8100,2006
5029,18000000,2520835,108,6.4,20000,2006
5030,35589876,2035468,100,7,25000,2006
5031,35000000,16627188,87,5.7,8300,2006
5032,35589876,5515163,96,6.5,37000,2006
5033,1000000,78500541,77,6.3,12000,2007
5034,35589876,25229168,193,6.1,19000,2006
5035,300000,301047,76,6.8,7000,2007
5036,20000000,70711175,102,5.1,48000,2006
5037,12000000,5925637,86,6.3,14000,2006
5038,60000000,78810595,108,6.1,49000,2006
5039,35589876,1689984,91,5.1,13000,2007
5040,35589876,3269736,110,4.6,13000,2007
5041,15000000,8224998,91,5.5,8000,2006
5042,60000000,143325970,82,5,40000,2006
5043,25000000,76182388,158,8.2,535000,2008
5044,25000000,171627166,122,8.1,886000,2007
5045,70000000,137515140,127,7.6,260000,2007
5046,19000000,34612443,114,7.6,258000,2007
5047,20000000,118114220,105,6.8,226000,2007
5048,65000000,84785914,157,7.7,486000,2007
5049,20000000,170812526,113,7.6,535000,2007
5050,150000000,709709780,144,7,607000,2007
5051,150000000,942172396,138,7.5,527000,2007
5052,15000000,56675895,148,8.1,588000,2007
5053,150000000,623726085,111,8,660000,2007
5054,30000000,131016624,123,7.8,259000,2008
5055,61000000,95696996,124,7.2,317000,2007
5056,100000000,269755430,157,7.8,401000,2007
5057,258000000,894983373,139,6.2,513000,2007
5058,110000000,388156011,128,7.1,394000,2007
5059,35589876,80743363,121,7.8,476000,2007
5060,300000000,960996492,169,7.1,608000,2007
5061,150000000,585410052,101,7.2,704000,2007
5062,35589876,34806812,107,7.2,238000,2007
5063,7500000,232372681,96,7.4,499000,2007
5064,15000000,65048678,100,7,263000,2007
5065,24000000,101276318,100,6.3,163000,2007
5066,85000000,340487836,107,7,181000,2007
5067,18000000,57470220,126,7.1,287000,2007
5068,75000000,203553311,117,6.6,122000,2007
5069,30000000,219922417,129,6.9,356000,2007
5070,50000000,153383627,116,7.3,350000,2007
5071,67000000,25422088,191,7.5,180000,2007
5072,110000000,228738393,110,5.3,227000,2007
5073,35589876,14353654,88,6.7,80000,2007
5074,16000000,35310019,91,7.2,186000,2007
5075,17000000,137587063,96,7.1,147000,2007
5076,20000000,47817020,105,6.2,57000,2007
5077,15000000,7938872,111,6.6,93000,2008
5078,15000000,80460948,109,6.1,111000,2007
5079,35589876,56107312,100,7.6,232000,2007
5080,110000000,444100035,115,8,612000,2007
5081,60000000,159814490,102,4.1,71000,2007
5082,35589876,92011561,113,7.2,192000,2007
5083,150000000,196393745,115,6.2,163000,2007
5084,70000000,77621983,96,6.2,152000,2007
5085,55000000,70016220,122,7.7,295000,2007
5086,45000000,29625761,133,7.3,107000,2007
5087,85000000,311312624,122,6.9,328000,2007
5088,61000000,145710347,93,6.3,161000,2007
5089,100000000,152005713,85,6.7,72000,2007
5090,45000000,147717833,94,6.2,187000,2007
5091,30000000,75513170,113,6.6,168000,2007
5092,8600000,32730062,84,6.5,73000,2007
5093,20000000,22382047,89,6.2,89000,2007
5094,150000000,293514336,91,6.1,148000,2007
5095,60000000,128453183,116,5.8,88000,2007
5096,40000000,130290885,94,4.6,118000,2007
5097,160000000,813367380,93,6.1,288000,2007
5098,25000000,132963417,104,6.8,260000,2007
5099,70000000,87019158,110,7,121000,2007
5100,30000000,15001776,160,7.5,173000,2007
5101,25000000,59768495,96,5.6,87000,2007
5102,10200000,35728183,94,5.5,87000,2007
5103,130000000,301913131,92,5.6,254000,2007
5104,180000000,372234864,113,6.1,182000,2007
5105,140000000,258097122,91,6.2,157000,2007
5106,35589876,44852,88,5.6,11000,2011
5107,2600000,553198,92,7.2,60000,2008
5108,20000000,87238158,86,2.4,103000,2007
5109,150000000,169333034,95,6.8,91000,2007
5110,25000000,92991835,119,7.2,159000,2007
5111,45000000,175372502,97,7.4,235000,2008
5112,15000000,67091915,157,7.5,38000,2007
5113,75000000,119483446,102,7,113000,2007
5114,15000,193355800,86,6.3,225000,2009
5115,21000000,43095175,123,7.6,72000,2007
5116,18000000,25038466,117,7.3,99000,2007
5117,35589876,29541790,121,7.1,70000,2007
5118,60000000,365352546,92,5.2,79000,2007
5119,30000000,156835339,126,7,203000,2007
5120,35000000,20576198,96,6.8,69000,2007
5121,130000000,459242249,124,6.5,223000,2007
5122,12000000,11293663,106,7.3,141000,2007
5123,35589876,78638987,105,7.4,150000,2008
5124,22000000,147880543,110,6.1,61000,2007
5125,50000000,82169884,121,6.2,106000,2007
5126,10000000,139352633,93,5.9,144000,2007
5127,20000000,84297309,96,5.9,74000,2007
5128,75000000,536414293,87,7.3,314000,2007
5129,35589876,2340110,94,5.4,42000,2008
5130,9000000,46789413,90,7.4,111000,2007
5131,35589876,253625427,100,5.8,115000,2007
5132,20000000,48443734,120,7.3,146000,2007
5133,19000000,35442935,85,6.2,96000,2007
5134,35589876,21897373,165,8.4,177000,2007
5135,25000000,232225908,90,6.4,119000,2007
5136,60795000,73534117,109,5.7,46000,2007
5137,35589876,8642858,113,6,51000,2007
5138,10000000,1035056,93,5.3,11000,2007
5139,30000000,66122026,114,7.5,105000,2007
5140,40000000,145896422,104,6.5,99000,2007
5141,11000000,1783226,102,6.7,23000,2008
5142,20000000,11792542,135,6.9,57000,2007
5143,10000000,22021262,84,5.9,26000,2007
5144,30000000,77677553,98,6.4,196000,2007
5145,39000000,27122238,86,6.6,146000,2007
5146,175000000,174440724,96,5.4,142000,2007
5147,25000000,68474305,98,6.7,99000,2007
5148,35589876,8159508,122,7.7,63000,2007
5149,16000000,5371181,99,7,57000,2007
5150,70000000,69787394,122,6.7,59000,2007
5151,85000000,187134117,115,5.9,143000,2007
5152,35589876,4631926,99,6.2,29000,2007
5153,25000000,86274793,140,7.6,84000,2007
